2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,returnOnInvestedCapitalLessCostOfCapital_rank,returnOnInvestedCapitalLessCostOfCapital_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
GNC.AU,51,321,65,0.228559,86,0.11806,170,0.126435,Australia,Graincorp Ltd,Yes,0.189618,0.0631829,1.947,39.502,1579.33,,7.1785,nan,nan,nan,nan,nan,nan,https://www.graincorp.com.au
RDY.US,52,326,12,0.0110323,14,0.455253,300,0.0674478,India,Dr. Reddy’s Laboratories Ltd ADR,Yes,0.098954,0.0315062,0,12.02,11038.2,2001-04-11,50.9821,nan,3,1,0,1,0,https://www.drreddys.com
PSX.US,53,326,50,0.176811,127,0.0927403,149,0.137243,United States,Phillips 66,Yes,0.209011,0.0717685,0.503,72.903,48621,2012-05-01,100.052,125.5,5,7,7,0,0,https://www.phillips66.com
MRO.US,54,326,92,0.304854,67,0.134531,167,0.127267,United States,Marathon Oil Corporation,Yes,0.200497,0.07323,0.407,79.782,15499.5,1970-01-02,26.6331,32.44,12,6,6,2,0,https://www.marathonoil.com
STGO.TO,55,329,317,1.1602,3,0.643844,9,0.633173,Mongolia,Steppe Gold Ltd,Yes,0.709571,0.0808798,29.858,3.925,75.8455,,1.12,nan,nan,nan,nan,nan,nan,https://www.steppegold.com
AR.US,56,335,211,0.647835,45,0.162747,79,0.201713,United States,Antero Resources Corp,Yes,0.270988,0.0692743,6.508,81.218,7266.29,2013-10-10,30.99,31.93,5,1,10,1,0,https://www.anteroresources.com
CFP.TO,57,337,57,0.194458,92,0.114274,188,0.118835,Canada,Canfor Corporation,Yes,0.194156,0.0791268,53.15,17.824,1904.94,,21.31,nan,nan,nan,nan,nan,nan,https://www.canfor.com
STM.US,58,340,130,0.394676,114,0.100765,96,0.181872,Switzerland,STMicroelectronics NV ADR,Yes,0.257227,0.0821987,0.004,6.181,40557.8,1994-12-08,35.3866,59,6,1,1,1,0,https://www.st.com
IMO.TO,59,343,187,0.544315,52,0.149586,104,0.175607,Canada,Imperial Oil Ltd,Yes,0.250928,0.0815217,69.607,23.002,45762.5,,64.1633,nan,nan,nan,nan,nan,nan,https://www.imperialoil.ca
RROS.ST,60,345,86,0.287794,72,0.13046,187,0.118852,Sweden,Rottneros AB,Yes,0.194656,0.0831743,61.185,4.932,1768.76,,11.7707,nan,nan,nan,nan,nan,nan,https://www.rottneros.com
CBAV.MC,61,351,218,0.673939,83,0.123199,50,0.260627,Spain,Clinica Baviera,Yes,0.336052,0.0793561,91.668,4.83,327.714,2007-04-03,16.8517,nan,nan,nan,nan,nan,nan,https://www.clinicabaviera.com
CF.US,62,353,275,0.913997,54,0.148925,24,0.377614,United States,CF Industries Holdings Inc,Yes,0.452969,0.077572,0.438,94.393,15611.4,2005-08-11,83.4604,85.68,4,5,11,1,0,https://www.cfindustries.com
EC.US,63,354,0,1.57278e-05,95,0.112529,259,0.0769941,Colombia,Ecopetrol SA ADR,Yes,0.108979,0.031985,0,1.679,23669.9,2007-08-27,8.506,12.93,1,0,10,0,1,https://www.ecopetrol.com.co
WGO.US,64,354,90,0.298212,111,0.101996,153,0.136378,United States,Winnebago Industries Inc,Yes,0.202809,0.0664309,2.752,110.871,1794.21,1966-01-24,51.7357,nan,4,2,6,0,0,https://www.winnebagoind.com
ROVI.MC,65,354,150,0.45032,165,0.078344,39,0.290193,Spain,Laboratorios Farmaceuticos ROVI,Yes,0.365618,0.0842094,60.251,18.501,2546.62,2007-12-05,35.1675,nan,nan,nan,nan,nan,nan,https://www.rovi.es
ILU.AU,66,363,163,0.474455,70,0.132244,130,0.152052,,Iluka Resources Ltd,Yes,0.227046,0.0853245,0.749,53.436,3127.08,,9.3226,nan,nan,nan,nan,nan,nan,https://www.iluka.com
DBG.PA,67,366,30,0.0931089,44,0.164568,292,0.070753,France,Derichebourg,Yes,0.123036,0.0522826,47.185,20.188,657.672,,5.2505,nan,nan,nan,nan,nan,nan,https://www.derichebourg.com
LOG.MC,68,369,156,0.462135,23,0.23793,190,0.11461,Spain,Cia de Distribucion Integral,Yes,0.189085,0.0822647,55.29,22.734,3060.87,,22.5058,nan,nan,nan,nan,nan,nan,https://www.grupologista.com
ERF.TO,69,369,285,0.981613,74,0.129653,10,0.619769,Canada,Enerplus Corporation,Yes,0.695089,0.083639,0.378,58.563,4738.87,,23.5576,nan,nan,nan,nan,nan,nan,https://www.enerplus.com
LXU.US,70,372,138,0.418264,57,0.146576,177,0.123711,United States,Lsb Industries Inc,Yes,0.189025,0.0653138,33.173,56.198,721.883,1969-01-02,13.3,12.79,4,1,3,0,0,https://www.lsbindustries.com
YPF.US,71,372,4,0.000152331,31,0.208503,337,0.0581313,Argentina,YPF Sociedad Anonima,Yes,0.0999454,0.0418141,0,50.112,11136.7,1993-06-28,9.19,13.04,2,1,5,2,2,https://www.ypf.com
BBY.US,72,376,208,0.638779,139,0.0883109,29,0.366906,United States,Best Buy Co. Inc,Yes,0.424621,0.0602512,11.117,82.362,14964.8,1985-04-19,76.3617,nan,4,2,21,1,1,https://investors.bestbuy.com/investor-relations/o
LYSDY.US,73,376,158,0.463719,157,0.0821345,61,0.22791,Australia,Lynas Rare Earths Ltd ADR,Yes,0.298713,0.079591,0,0.052,4119.06,,5.26,nan,nan,nan,nan,nan,nan,https://www.lynasrareearths.com
MOS.US,74,379,126,0.384119,135,0.0898635,118,0.160811,United States,The Mosaic Company,Yes,0.236166,0.0757762,0.525,92.864,11194.5,2004-10-25,42.7518,43.17,2,2,15,3,0,https://www.mosaicco.com
FTNT.US,75,381,123,0.372992,254,0.0495809,4,1.13317,United States,Fortinet Inc,Yes,1.20852,0.0849164,17.02,70.348,46044.3,2009-11-18,48.89,79.63,17,6,13,0,0,https://www.fortinet.com
PLAB.US,76,382,135,0.403844,81,0.124616,166,0.128726,United States,Photronics Inc,Yes,0.207495,0.0875437,8.501,86.877,1270.36,1987-03-10,16.83,nan,1,0,0,0,0,https://www.photronics.com
TLK.US,77,387,1,1.772e-05,21,0.247415,365,0.0498997,Indonesia,Telkom Indonesia (Persero) Tbk PT ADR Rep 100 B,Yes,0.0818959,0.0319962,0,3.724,24072.1,1995-11-14,22.8854,nan,nan,nan,nan,nan,nan,https://www.telkom.co.id
S32.AU,78,393,196,0.572978,108,0.103824,89,0.191096,Australia,South32 Ltd,Yes,0.261578,0.0762863,0.496,38.198,15037.1,,3.8753,nan,nan,nan,nan,nan,nan,https://www.south32.net
WFG.TO,79,394,180,0.522386,89,0.117467,125,0.155771,Canada,West Fraser Timber Co Ltd,Yes,0.231091,0.0831627,32.745,45.426,8354.33,,96.2443,nan,nan,nan,nan,nan,nan,https://www.westfraser.com
ZG.US,80,399,110,0.343674,11,0.489833,278,0.0731398,United States,Zillow Group Inc,Yes,0.176978,0.103838,3.511,85.718,10662.8,2011-07-20,31.21,56.65,9,3,13,1,0,https://www.zillowgroup.com
RHHBY.US,81,404,44,0.158496,5,0.551992,355,0.0517004,Switzerland,Roche Holding Ltd ADR,Yes,0.115404,0.0637037,0,1.563,210917,,37.7488,nan,nan,nan,nan,nan,nan,https://www.roche.com
THO.US,82,409,107,0.339317,140,0.088269,162,0.131442,United States,Thor Industries Inc,Yes,0.195791,0.0643494,4.663,100.885,5088.32,1987-12-30,74.0131,nan,2,1,8,2,0,https://www.thorindustries.com
OXY.US,83,410,233,0.727461,71,0.131786,106,0.17364,United States,Occidental Petroleum Corporation,Yes,0.246296,0.0726569,0.276,79.617,54319.5,1981-12-31,62.2484,69.83,8,2,15,0,1,https://www.oxy.com
BMW.XETRA,84,414,17,0.0249517,172,0.0747577,225,0.0939253,Germany,Bayerische Motoren Werke Aktiengesellschaft,Yes,0.146048,0.0521226,48.561,22.986,62085.6,,76.8419,nan,nan,nan,nan,nan,nan,https://www.bmwgroup.com
OPAP.AT,85,417,297,1.02132,84,0.121413,36,0.299818,Greece,Greek Organization of Football Prognostics S.A.,Yes,0.375501,0.0808264,50.18,15.253,5711.29,,12.3131,nan,nan,nan,nan,nan,nan,https://www.opapcsr.gr
OLN.US,86,418,240,0.770231,64,0.138247,114,0.165454,United States,Olin Corporation,Yes,0.236715,0.0712604,1.115,90.866,5907.53,1987-12-30,52.1472,61.57,6,4,3,1,1,https://www.olin.com
VBK.XETRA,87,419,153,0.45909,225,0.0579423,41,0.287787,Germany,VERBIO Vereinigte BioEnergie AG,Yes,0.358282,0.0805276,70.824,11.372,2054.78,,60.3818,nan,nan,nan,nan,nan,nan,https://www.verbio.de
APLN.JK,88,424,40,0.144431,68,0.134377,316,0.0620512,Indonesia,Agung Podomoro Land Tbk,Yes,0.116192,0.0541405,87.745,0.048,2.90551e+06,,154,nan,nan,nan,nan,nan,nan,https://www.agungpodomoroland.com
ZEUS.US,89,426,75,0.257237,24,0.225395,327,0.0595433,United States,Olympic Steel Inc,Yes,0.127526,0.0679826,12.378,85.75,576.107,1994-03-10,33.242,nan,0,0,1,0,0,https://www.olysteel.com
GSL.US,90,431,56,0.194438,242,0.0536908,133,0.150592,United Kingdom,Global Ship Lease Inc,Yes,0.206282,0.05569,7.325,51.679,634.744,2006-08-25,15.3676,28.25,3,0,0,0,0,https://www.globalshiplease.com
TMHC.US,91,432,97,0.318052,94,0.112986,241,0.0848533,United States,Taylor Morn Home,Yes,0.148126,0.063273,4.56,100.939,4539.9,2013-04-10,30.35,53.75,1,1,6,0,0,https://www.taylormorrison.com
HPQ.US,92,439,369,1.49251,51,0.150365,19,0.464088,United States,HP Inc,Yes,0.538208,0.0741193,0.199,80.215,25368.9,1962-01-02,25.9218,30.84,2,1,12,2,1,https://www.hp.com
GGB.US,93,441,22,0.0607481,37,0.191663,382,0.0467929,Brazil,Gerdau SA ADR,Yes,0.100497,0.0537038,0,27.762,7679.16,1999-03-10,4.9466,6.7,2,2,1,0,0,https://www2.gerdau.com
TNET.US,94,442,265,0.873803,100,0.108592,77,0.203952,United States,TriNet Group Inc,Yes,0.279308,0.0800806,6.777,96.402,5998.19,2014-03-27,67.8,109.5,3,1,1,1,0,https://www.trinet.com
UFPI.US,95,443,183,0.535753,125,0.0943821,135,0.149075,United States,Ufp Industries Inc,Yes,0.224431,0.0832018,2.926,82.024,6226.71,1993-11-10,78.3375,115,4,0,2,0,0,https://www.ufpi.com
QCOM.US,96,452,278,0.92875,116,0.100264,58,0.235387,United States,Qualcomm Incorporated,Yes,0.309794,0.0792237,0.078,76.128,123742,1991-12-13,107.075,142.66,16,6,9,0,1,https://www.qualcomm.com
DELL.US,97,452,234,0.731966,50,0.152908,168,0.127169,United States,Dell Technologies Inc,Yes,0.178289,0.0511194,3.323,77.109,48976,1988-06-22,39.0604,64.82,10,4,5,2,0,https://www.delltechnologies.com
LRCX.US,98,457,194,0.562135,216,0.0601456,47,0.265284,United States,Lam Research Corp,Yes,0.336087,0.0772405,0.298,88.542,83050,1984-05-11,415.238,nan,14,3,11,1,0,https://www.lamresearch.com
TX.US,99,462,63,0.224844,39,0.17741,360,0.0508864,Luxembourg,Ternium SA ADR,Yes,0.126242,0.0761112,0,15.002,7188.8,2006-02-01,28.3238,nan,2,5,5,0,0,https://www.ternium.com
DKS.US,100,467,186,0.544179,174,0.0745239,107,0.173262,United States,Dick’s Sporting Goods Inc,Yes,0.22739,0.0541278,3.425,97.561,8799.04,2002-10-16,116.684,156.5,10,3,13,1,0,https://www.dickssportinggoods.com
AMAT.US,101,473,252,0.823612,164,0.0794271,57,0.241439,United States,Applied Materials Inc,Yes,0.320208,0.0860759,0.348,83.89,117357,1972-10-05,96.4857,nan,17,4,10,3,0,https://www.appliedmaterials.com
BHP.AU,102,477,294,0.997545,93,0.113891,90,0.189648,Australia,BHP Group Limited,Yes,0.26013,0.0769533,0.231,33.769,221656,1987-05-28,43.1212,nan,nan,nan,nan,nan,nan,https://www.bhp.com
KSS.US,103,477,80,0.271057,123,0.0949863,274,0.0741118,United States,Kohls Corp,Yes,0.120377,0.0462656,1.954,103.466,2069.88,1992-05-18,23.1484,nan,4,1,7,2,2,https://www.Kohls.com
HMC.US,104,491,5,0.000835407,59,0.14557,427,0.0358344,Japan,Honda Motor Co Ltd ADR,Yes,0.0570475,0.0212132,0,5.706,52631.6,1957-12-01,22.86,nan,2,0,2,0,0,https://www.honda.co.jp
CDI.PA,105,491,214,0.661648,134,0.0904736,143,0.145636,France,Christian Dior SE,Yes,0.219615,0.0739794,97.622,0.487,122770,,669.996,nan,nan,nan,nan,nan,nan,https://www.dior-finance.com
LTOUF.US,106,494,8,0.00560681,158,0.0816905,328,0.0591687,India,Larsen & Toubro Limited,Yes,0.0825014,0.0233328,0,0.263,49483.8,,24.7156,nan,nan,nan,nan,nan,nan,https://www.larsentoubro.com
MOV.US,107,498,174,0.50473,96,0.110982,228,0.0915756,United States,Movado Group Inc,Yes,0.149291,0.063146,2.724,96.607,621.422,1993-09-30,29.5518,32,0,0,1,0,0,https://www.movadogroup.com
COP.US,108,500,222,0.691466,107,0.104763,171,0.126329,United States,ConocoPhillips,Yes,0.201685,0.080823,0.154,81.597,138107,1981-12-31,113.834,134.13,13,6,5,1,0,https://www.conocophillips.com
WAF.XETRA,109,504,43,0.155366,153,0.083571,308,0.0653075,Germany,Siltronic AG,Yes,0.135655,0.0703472,44.501,31.397,2556,,64.9728,nan,nan,nan,nan,nan,nan,https://www.siltronic.com
MXL.US,110,504,227,0.705053,29,0.208784,248,0.0813085,United States,MaxLinear Inc,Yes,0.156664,0.0832912,6.28,89.615,1783.16,2010-03-24,33.95,32.73,5,2,4,0,0,https://www.maxlinear.com
ACX.MC,111,505,81,0.273222,240,0.054354,184,0.1203,Spain,Acerinox,Yes,0.181334,0.0610342,5.5,41.679,2406.98,,8.8064,nan,nan,nan,nan,nan,nan,https://www.acerinox.com
BILL.ST,112,509,67,0.24408,187,0.0696328,255,0.0796715,Sweden,BillerudKorsnas AB,Yes,0.155476,0.0776034,13.405,57.588,24780.6,,120.052,nan,nan,nan,nan,nan,nan,https://www.billerud.com
MOZN.SW,113,510,239,0.765626,75,0.129649,196,0.108851,Switzerland,mobilezone ag,Yes,0.184733,0.0767281,2.251,31.983,616.889,,14.8491,nan,nan,nan,nan,nan,nan,https://www.mobilezoneholding.ch
LII.US,114,511,73,0.254523,422,0.0220668,16,0.505728,United States,Lennox International Inc,Yes,0.581083,0.0768995,10.199,70.802,13099.1,1999-07-29,236.098,370.21,5,0,11,2,1,https://www.lennoxinternational.com
T3T1.XETRA,115,514,77,0.259612,415,0.0225655,22,0.420988,Germany,Seven Principles AG,Yes,0.495997,0.0860246,0,0,23.5666,,9.7,nan,nan,nan,nan,nan,nan,https://www.7p-group.com
RS.US,116,517,203,0.61444,136,0.0894199,178,0.122425,United States,Reliance Steel & Aluminum Co,Yes,0.19778,0.0790393,0.865,85.069,15270.5,1994-09-15,199.357,292,3,1,3,0,0,https://www.rsac.com
LYC.AU,117,524,223,0.691472,241,0.0539017,60,0.228231,Australia,Lynas Rare Earths Ltd,Yes,0.298713,0.0801052,0.846,39.862,6349.95,,7.85,nan,nan,nan,nan,nan,nan,https://www.lynasrareearths.com
TWI.US,118,528,230,0.719695,171,0.0754237,127,0.155536,United States,Titan International Inc,Yes,0.225109,0.0695724,5.56,81.683,812.942,1993-05-19,15.32,20,0,0,1,0,0,https://www.titan-intl.com
MPVD.TO,119,532,19,0.0421125,15,0.422101,498,0.020047,Canada,Mountain Province Diamonds Inc,Yes,0.0688775,0.0488306,36.124,0.725,91.7454,,0.52,nan,nan,nan,nan,nan,nan,https://www.mountainprovince.com
ANF.US,120,534,28,0.0873273,412,0.0233813,94,0.186625,United States,Abercrombie & Fitch Company,Yes,0.239068,0.0524425,3.395,102.588,2770.14,1996-09-25,22.91,46.5,3,0,6,0,0,https://www.abercrombie.com
CVE.TO,121,536,175,0.504801,101,0.108406,260,0.0769665,Canada,Cenovus Energy Inc,Yes,0.152287,0.0761779,30.829,54.772,50258,,25.6951,nan,nan,nan,nan,nan,nan,https://www.cenovus.com
CMC.US,122,539,69,0.246204,385,0.0266664,85,0.194621,United States,Commercial Metals Company,Yes,0.261286,0.0666649,1.082,86.542,5567.19,1987-01-01,47.6638,61.83,3,1,5,0,0,https://www.cmc.com
WCH.XETRA,123,545,124,0.378483,167,0.0768887,254,0.0797828,Germany,Wacker Chemie AG,Yes,0.154791,0.0750814,63.588,17.135,7620.64,,108.834,nan,nan,nan,nan,nan,nan,https://www.wacker.com
KOF.US,124,549,15,0.0233644,77,0.128602,457,0.0294934,Mexico,Coca-Cola Femsa SAB de CV ADR,Yes,0.0752316,0.0457382,4.783,57.651,15861.3,1993-09-13,65.2264,93.59,3,2,6,0,0,https://www.coca-colafemsa.com
NHH.MC,125,551,108,0.341766,79,0.126016,364,0.0500425,Spain,NH Hoteles,Yes,0.11278,0.0627375,95.949,0.964,1672.93,,2.97,nan,nan,nan,nan,nan,nan,https://www.nh-hotels.com
MT.US,126,552,82,0.277638,194,0.0678202,276,0.0736913,Luxembourg,ArcelorMittal SA ADR,Yes,0.144168,0.0704768,0,5.117,19488.3,1997-08-08,25.7459,32.97,2,1,2,0,0,https://corporate.arcelormittal.com
GPI.US,127,555,88,0.288395,278,0.042392,189,0.117158,United States,Group 1 Automotive Inc,Yes,0.173712,0.0565542,3.573,103.959,3513.71,1997-10-30,179.067,294.8,4,1,2,0,1,https://www.group1auto.com
ISD.V,128,558,10,0.00809364,548,0.0029629,0,8.40918,Canada,iSign Media Solutions Inc,Yes,8.50096,0.0917761,29.588,0,2.3198,,0.01,nan,nan,nan,nan,nan,nan,https://www.isignmedia.com
SB.US,129,560,31,0.095007,220,0.0593895,309,0.0648316,Monaco,Safe Bulkers Inc,Yes,0.121576,0.0567447,43.358,22.786,368.267,2008-05-29,2.7494,5.09,1,0,1,0,1,https://www.safebulkers.com
SII.PA,130,563,220,0.680443,231,0.057109,112,0.166979,France,Société pour l'Informatique Industrielle SII S.A,Yes,0.228203,0.0672989,53.001,24.989,876.461,,44.8592,nan,nan,nan,nan,nan,nan,https://www.sii-group.com
OC.US,131,569,191,0.555783,120,0.0959838,258,0.0770854,United States,Owens Corning Inc,Yes,0.148044,0.0709585,0.608,103.901,11894,2006-11-01,83.6654,135.86,6,1,8,2,0,https://www.owenscorning.com
PATK.US,132,570,161,0.473585,126,0.0941218,283,0.0726972,United States,Patrick Industries Inc,Yes,0.132355,0.0596582,6.655,95.408,1590.16,1978-01-13,59.1626,nan,3,2,1,1,0,https://www.patrickind.com
CVX.US,133,573,84,0.283604,169,0.0760769,320,0.0611187,United States,Chevron Corp,Yes,0.136474,0.0825456,0.036,72.579,309470,2001-10-19,172.704,nan,9,7,11,0,0,https://www.chevron.com
EMGS.OL,134,577,480,3.02041,63,0.138903,34,0.318917,Norway,Electromagnetic Geoservices ASA,Yes,0.395739,0.0822158,57.019,0,288.134,2007-03-30,1.602,nan,nan,nan,nan,nan,nan,https://www.emgs.com
DIOD.US,135,579,216,0.667943,198,0.066823,165,0.128878,United States,Diodes Incorporated,Yes,0.204233,0.0830845,2.604,99.443,3695.78,1992-03-17,76.14,97.8,4,0,2,0,0,https://www.diodes.com
PRU.AU,136,587,127,0.385339,180,0.0706142,280,0.0730483,,Perseus Mining Ltd,Yes,0.14353,0.0790793,0.586,56.919,2328.19,2004-09-22,2.0694,nan,nan,nan,nan,nan,nan,https://www.perseusmining.com
MU.US,137,590,114,0.362165,211,0.0614635,265,0.0765268,United States,Micron Technology Inc,Yes,0.145054,0.073396,0.282,84.698,74436.6,1984-06-01,49.6361,67.48,18,8,10,1,1,https://www.micron.com
FL.US,138,591,159,0.465274,322,0.0349195,110,0.168588,United States,Foot Locker Inc,Yes,0.214131,0.0455426,1.727,110.757,1725,1970-01-02,35.7716,32.83,5,0,14,0,2,https://www.footlocker-inc.com
ADP.US,139,593,47,0.171167,396,0.0256668,150,0.13683,United States,Automatic Data Processing Inc,Yes,0.207633,0.0793241,0.11,83.041,98613.7,1983-04-06,233.552,nan,2,1,11,3,2,https://www.adp.com
BHP.US,140,594,312,1.12379,150,0.0846749,132,0.151187,Australia,BHP Group Limited,Yes,0.22199,0.0781581,0.005,3.635,141575,1987-05-28,58.6356,65.69,5,0,1,0,0,https://www.bhp.com
HOLX.US,141,595,255,0.841192,117,0.0973674,223,0.0950228,United States,Hologic Inc,Yes,0.16943,0.0772649,0.732,99.396,17106.7,1990-06-21,74.81,89.54,4,4,11,0,0,https://www.hologic.com
MCK.US,142,595,385,1.65602,173,0.0746053,37,0.298462,United States,McKesson Corporation,Yes,0.359687,0.0642954,0.152,87.679,60070.5,1994-11-15,372.967,472.86,9,3,4,0,0,https://www.mckesson.com
NTR.TO,143,596,207,0.63561,208,0.0628945,181,0.121265,Canada,Nutrien Ltd,Yes,0.196586,0.0759854,0.033,71.756,38012.8,,95.5407,nan,nan,nan,nan,nan,nan,https://www.nutrien.com
MYTIL.AT,144,598,61,0.200766,176,0.0736919,361,0.0508488,Greece,Mytilineos S.A,Yes,0.117677,0.0668281,36.256,19.414,5013.18,,19.5255,nan,nan,nan,nan,nan,nan,https://www.mytilineos.gr
NSP.US,145,599,260,0.860618,210,0.0619346,129,0.152654,United States,Insperity Inc,Yes,0.228009,0.0812657,5.619,92.838,3695.96,1997-01-28,111.379,112.33,1,1,2,0,0,https://www.insperity.com
DHL.XETRA,146,599,109,0.342883,133,0.0907259,357,0.0510556,Germany,Deutsche Post AG,Yes,0.118753,0.0676974,20.49,33.226,44959.4,,33.671,nan,nan,nan,nan,nan,nan,https://www.dpdhl.com
AZO.US,147,602,361,1.45802,209,0.0621699,32,0.348093,United States,AutoZone Inc,Yes,0.41662,0.0758229,0.371,94.871,45052,1991-04-01,2466.18,2775.45,13,6,6,1,0,https://www.autozone.com
NTAP.US,148,606,251,0.820634,115,0.100627,240,0.0851909,United States,NetApp Inc,Yes,0.152295,0.0701641,0.401,94.085,15757.5,1995-11-21,58.3266,nan,5,2,12,1,0,https://www.netapp.com
GUI.PA,149,613,206,0.623658,118,0.0970468,289,0.0713335,France,Guillemot Corporation S.A.,Yes,0.146687,0.0824536,68.733,5.346,84.9907,,12.3742,nan,nan,nan,nan,nan,nan,https://www.guillemot.com
XOM.US,150,613,279,0.937964,132,0.0907586,202,0.105615,United States,Exxon Mobil Corp,Yes,0.18097,0.0816387,0.061,60.717,427233,1978-01-13,106.659,nan,7,4,15,0,0,https://corporate.exxonmobil.com
AKRBP.OL,151,614,120,0.371407,464,0.0169107,30,0.363197,Norway,Aker BP ASA,Yes,0.438881,0.0846718,51.416,30.209,198007,,279.156,nan,nan,nan,nan,nan,nan,https://akerbp.com
MRK.US,152,614,381,1.63239,162,0.0799053,71,0.212832,United States,Merck & Company Inc,Yes,0.288188,0.0807446,0.089,77.649,261238,1978-01-13,107.93,nan,14,5,10,0,0,https://www.merck.com
EVR.US,153,614,273,0.905955,189,0.0692311,152,0.136403,United States,Evercore Partners Inc,Yes,0.211758,0.0791659,8.4,87.567,5043.56,2006-08-11,106.515,133.83,3,4,1,0,0,https://www.evercore.com
LNG.US,154,615,142,0.430289,61,0.141643,412,0.0398579,United States,Cheniere Energy Inc,Yes,0.108413,0.0685553,0.792,87.21,39305.8,1997-04-11,148.418,196.58,14,5,1,0,0,https://www.cheniere.com
MEL.MC,155,615,111,0.347398,109,0.103311,395,0.0438352,Spain,Melia Hotels,Yes,0.097484,0.0536488,54.859,22.03,1176.63,,4.578,nan,nan,nan,nan,nan,nan,https://www.meliahotelsinternational.com
SU.TO,156,616,178,0.519762,99,0.109019,339,0.0573341,Canada,Suncor Energy Inc,Yes,0.131816,0.0744819,0.013,65.947,57257.5,,40.9251,nan,nan,nan,nan,nan,nan,https://www.suncor.com
VECO.US,157,617,318,1.16823,124,0.094569,175,0.124511,United States,Veeco Instruments Inc,Yes,0.200576,0.0760646,2.518,110.258,1540.49,1994-11-29,18.58,nan,4,1,2,0,0,https://www.veeco.com
EGRX.US,158,618,189,0.547777,53,0.148944,376,0.0476431,United States,Eagle Pharmaceuticals Inc,Yes,0.122998,0.0785777,13.239,90.412,180,2014-02-12,29.23,17,1,0,0,0,0,https://www.eagleus.com
ALSN.US,159,618,282,0.942685,144,0.087064,192,0.111902,United States,Allison Transmission Holdings Inc,Yes,0.181037,0.0691349,0.478,102.136,5218.09,2012-03-15,40.8612,56.5,3,1,4,3,0,https://www.allisontransmission.com
HOV.US,160,618,20,0.0524335,352,0.0306978,246,0.0826225,United States,Hovnanian Enterprises Inc,Yes,0.127828,0.0452051,13.211,46.865,545.953,1992-03-17,42.08,27,nan,nan,nan,nan,nan,https://www.khov.com
CDA.PA,161,622,26,0.0827284,138,0.0888241,458,0.0292483,France,Compagnie des Alpes SA,Yes,0.0783099,0.0490617,20.884,50.952,699.567,,13.5189,nan,nan,nan,nan,nan,nan,https://www.compagniedesalpes.com
NOKIA.HE,162,623,313,1.12706,48,0.155078,262,0.0768295,Finland,Nokia Oyj,Yes,0.152685,0.0763829,6.475,34.52,20675.9,,4.196,nan,nan,nan,nan,nan,nan,https://www.nokia.com
ON.US,163,623,261,0.866998,199,0.0660226,163,0.130347,United States,ON Semiconductor Corporation,Yes,0.205703,0.0805826,0.281,104.244,39238.9,2000-04-28,62.37,121.21,16,4,10,0,0,https://www.onsemi.com
CASH.MC,164,625,96,0.317916,13,0.457809,516,0.0150157,Spain,Prosegur Cash S.A,Yes,0.0730835,0.0580678,79.538,9.326,780.764,,0.5781,nan,nan,nan,nan,nan,nan,https://www.prosegurcash.com
CNQ.TO,165,636,182,0.529486,73,0.129993,381,0.0468144,Canada,Canadian Natural Resources Ltd,Yes,0.122135,0.0795663,2.217,78.723,91709.5,,71.7067,nan,nan,nan,nan,nan,nan,https://www.cnrl.com
IDR.MC,166,640,129,0.392629,193,0.0680416,318,0.061476,Spain,Indra A,Yes,0.127204,0.0657284,33.288,45.015,2315.68,,10.4658,nan,nan,nan,nan,nan,nan,https://www.indracompany.com
GTK.XETRA,167,641,64,0.225093,236,0.055715,341,0.056644,Germany,Tonkens Agrar AG,Yes,0.110372,0.0537278,71.27,0.558,11.7789,,5.75,nan,nan,nan,nan,nan,nan,https://www.tonkens-agrar.de
MAS.US,168,644,343,1.33154,247,0.0513367,54,0.249264,United States,Masco Corporation,Yes,0.32228,0.0730165,0.331,97.114,11741.1,1983-06-10,45.7014,66.4,6,3,11,2,0,https://masco.com
