2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
TECH.US,131,247,125,5.98246,122,0.00982091,United States,Bio-Techne Corp,Yes,0.101513,0.0856797,1.054,95.534,10625.8,1989-02-09,77.16,100.99,10,1,3,0,0,https://www.bio-techne.com
DEO.US,132,250,131,8.97755,119,0.0114411,United Kingdom,Diageo PLC ADR,Yes,0.0886266,0.0801523,0.005,9.964,89521.6,1996-05-13,145.66,174.53,4,0,2,1,1,https://www.diageo.com
ALQ.AU,133,251,126,6.17528,125,0.00848652,Australia,ALS Ltd,No,0.0469441,0.0753938,4.347,59.956,5524.35,,12.85,nan,nan,nan,nan,nan,nan,https://www.alsglobal.com
COTY.US,134,252,124,4.80816,128,0.00617589,United States,Coty Inc,No,0.062656,0.0768714,60.145,35.25,9214.84,2013-06-13,12.42,13.67,5,3,8,0,0,https://www.coty.com
BF-B.US,135,256,130,7.47875,126,0.00706245,United States,Brown-Forman Corporation,No,0.068113,0.079973,1.996,50.842,27326.5,1984-09-07,57.1,69.84,3,1,10,2,3,https://www.brown-forman.com
CSL.AU,136,260,133,10.1977,127,0.00633489,Australia,CSL Ltd,No,0.0561736,0.0828553,0.405,34.629,115018,,286.65,nan,nan,nan,nan,nan,nan,https://www.csl.com.au
NTU.AU,137,269,135,12.5298,134,0.00331957,Australia,Northern Minerals,No,-3.2399,0.0933109,50.469,17.985,189.291,2006-11-15,0.03,nan,nan,nan,nan,nan,nan,https://northernminerals.com.au
VOD.LSE,138,272,136,14.1304,136,0.00186199,United Kingdom,Vodafone Group PLC,No,0.00156188,0.0893616,5.048,55.837,21312.5,1988-10-25,68.56,nan,nan,nan,nan,nan,nan,https://www.vodafone.com
DGE.LSE,139,277,139,441.109,138,0.000176969,United Kingdom,Diageo PLC,Yes,0.0886266,0.0873996,0.153,62.922,71289.3,,2856,nan,nan,nan,nan,nan,nan,https://www.diageo.com

2022-Jan-01
2022-Dec-31
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
SMT.TO,0,21,1,4.59342e-09,20,0.415583,Canada,Sierra Metals Inc.,No,-1.21554,0.0862,1.495,29.278,57.365,,0.24,nan,nan,nan,nan,nan,nan,https://www.sierrametals.com
NLS.US,1,26,4,4.96929e-06,22,0.358025,United States,Nautilus Group Inc,No,-1.2034,0.131092,11.349,20.539,27.3562,1999-05-05,1.53,nan,1,0,2,0,0,https://www.nautilusinc.com
UMC.US,2,27,25,0.00487989,2,1.30222,Taiwan,United Microelectronics,Yes,0.183079,0.0456873,0,5.367,17829.3,2000-09-19,6.0777,7.15,2,1,0,1,1,https://www.umc.com
EDN.US,3,31,10,6.06706e-05,21,0.375397,Argentina,Empresa Distribuidora y Comercializadora Norte SA ADR,No,-0.124591,0.173242,0,0.999,1240.26,2007-04-26,7.99,nan,1,0,1,0,0,https://www.edenor.com
TLK.US,4,37,7,1.772e-05,30,0.247415,Indonesia,Telkom Indonesia (Persero) Tbk PT ADR Rep 100 B,Yes,0.0818959,0.0319962,0,3.724,24072.1,1995-11-14,22.8854,nan,nan,nan,nan,nan,nan,https://www.telkom.co.id
TSM.US,5,41,34,0.0122881,7,0.553824,Taiwan,Taiwan Semiconductor Manufacturing,Yes,0.226952,0.0482402,0.003,17.289,463095,1994-09-05,73.3753,112.01,6,3,2,0,0,https://www.tsmc.com
RDY.US,6,50,33,0.0110323,17,0.455253,India,Dr. Reddy’s Laboratories Ltd ADR,Yes,0.098954,0.0315062,0,12.02,11038.2,2001-04-11,50.9821,nan,3,1,0,1,0,https://www.drreddys.com
YPF.US,7,56,14,0.000152331,42,0.208503,Argentina,YPF Sociedad Anonima,Yes,0.0999454,0.0418141,0,50.112,11136.7,1993-06-28,9.19,13.04,2,1,5,2,2,https://www.ypf.com
GLG.TO,8,65,21,0.00142038,44,0.203457,Canada,GLG Life Tech Corporation,Yes,0.185973,0.173394,41.76,0,1.3438,,0.03,nan,nan,nan,nan,nan,nan,https://www.glglifetech.com
MPVD.TO,9,65,46,0.0421125,19,0.422101,Canada,Mountain Province Diamonds Inc,Yes,0.0688775,0.0488306,36.124,0.725,91.7454,,0.52,nan,nan,nan,nan,nan,nan,https://www.mountainprovince.com
GMM.XETRA,10,65,42,0.0255186,23,0.34962,Germany,Grammer AG,No,-0.243717,0.0964112,86.204,0.608,169.95,,10.55,nan,nan,nan,nan,nan,nan,https://www.grammer.com
PBF.US,11,68,57,0.0753089,11,0.524181,United States,PBF Energy Inc,Yes,0.446656,0.0676277,11.094,84.647,6457.84,2012-12-13,39.9759,46.64,3,2,9,0,0,https://www.pbfenergy.com
ASR.US,12,69,44,0.0322018,25,0.302436,Mexico,Grupo Aeroportuario del Sureste SAB de CV ADR,Yes,0.174245,0.048533,0,15.595,6304.8,2000-09-28,222.772,306.95,2,1,2,2,1,https://www.asur.com.mx
RSG.AU,13,72,8,3.40478e-05,64,0.162233,Australia,Resolute Mining Ltd,No,-0.443577,0.129394,4.071,62.971,777.103,,0.2,nan,nan,nan,nan,nan,nan,https://www.rml.com.au
PDLMF.US,14,73,60,0.0831269,13,0.491731,United Kingdom,Petra Diamonds Limited,Yes,0.152108,0.0540118,11.172,66.274,177.723,,1.1,nan,nan,nan,nan,nan,nan,https://www.petradiamonds.com
TKC.US,15,73,32,0.00939701,41,0.208613,Turkey,Turkcell Iletisim Hizmetleri AS,Yes,0.148903,0.0408451,0,3.91,4361.49,2000-07-11,4.6943,4.5,2,0,0,0,0,https://www.turkcell.com.tr
TUI1.XETRA,16,74,45,0.0344825,29,0.265767,Germany,TUI AG,No,-0.165807,0.136546,11.974,34.698,2648.21,,8.0425,nan,nan,nan,nan,nan,nan,https://www.tuigroup.com/de-de
DR0.XETRA,17,76,52,0.0581071,24,0.314974,Germany,Deutsche Rohstoff AG,Yes,0.266022,0.0599027,10,3.442,173.119,,24.7731,nan,nan,nan,nan,nan,nan,https://www.rohstoff.de
WIT.US,18,80,35,0.0131308,45,0.201612,India,Wipro Limited ADR,Yes,0.16353,0.0305967,0,2.531,25746.8,2000-10-19,4.6486,4.28,0,1,1,4,2,https://www.wipro.com
YAL.AU,19,82,79,0.121122,3,0.900588,Australia,Yancoal Australia Ltd,Yes,0.226511,0.0811034,77.549,3.648,6958.72,,5.0762,nan,nan,nan,nan,nan,nan,https://www.yancoal.com.au
HLAG.XETRA,20,85,76,0.116896,9,0.550422,Germany,Hapag Lloyd AG,Yes,0.360033,0.075812,73.9,22.97,23253.1,,135.663,nan,nan,nan,nan,nan,nan,https://www.hapag-lloyd.com
NVO.US,21,86,71,0.101052,15,0.464147,Denmark,Novo Nordisk A/S,Yes,0.775247,0.0782914,0.007,8.223,438707,1982-01-04,66.4513,80.4,4,0,1,0,1,https://www.novonordisk.com
WHC.AU,22,90,78,0.11863,12,0.498878,Australia,Whitehaven Coal Ltd,Yes,0.440753,0.0783451,10.022,33.063,6090.45,2007-05-25,8.455,nan,nan,nan,nan,nan,nan,https://www.whitehavencoal.com.au
BWEN.US,23,98,61,0.0862255,37,0.214343,United States,Broadwind Energy Inc,No,-0.182162,0.128662,13.296,35.706,71.9037,2004-03-29,1.79,nan,2,2,0,0,0,https://www.bwen.com
HMC.US,24,100,18,0.000835407,82,0.14557,Japan,Honda Motor Co Ltd ADR,Yes,0.0570475,0.0212132,0,5.706,52631.6,1957-12-01,22.86,nan,2,0,2,0,0,https://www.honda.co.jp
RHHBY.US,25,101,93,0.158496,8,0.551992,Switzerland,Roche Holding Ltd ADR,Yes,0.115404,0.0637037,0,1.563,210917,,37.7488,nan,nan,nan,nan,nan,nan,https://www.roche.com
GGB.US,26,102,53,0.0607481,49,0.191663,Brazil,Gerdau SA ADR,Yes,0.100497,0.0537038,0,27.762,7679.16,1999-03-10,4.9466,6.7,2,2,1,0,0,https://www2.gerdau.com
S30.PA,27,107,22,0.00245139,85,0.143363,Luxembourg,Solutions 30 SE,No,-0.258445,0.128192,16.171,3.8,193.49,,1.706,nan,nan,nan,nan,nan,nan,https://www.solutions30.com
IFP.TO,28,110,54,0.0622929,56,0.17628,Canada,Interfor Corp,Yes,0.212317,0.0634298,0.536,43.919,959.446,,21,nan,nan,nan,nan,nan,nan,https://www.interfor.com
NTNX.US,29,113,23,0.00317494,90,0.139906,United States,Nutanix Inc,No,-2.17885,0.106287,2.032,80.764,8357.74,2016-09-30,26.05,34.41,5,6,5,0,0,https://www.nutanix.com
DN.TO,30,121,47,0.0426483,74,0.149282,Canada,Delta 9 Cannabis Inc,No,-1.25648,0.165251,35.905,0,7.8186,,0.06,nan,nan,nan,nan,nan,nan,https://www.delta9.ca
WAF.AU,31,122,117,0.196145,5,0.852031,,West African Resources Ltd,Yes,0.268127,0.0802401,9.945,45.916,795.238,,1.175,nan,nan,nan,nan,nan,nan,https://www.westafricanresources.com
DBG.PA,32,126,64,0.0931089,62,0.164568,France,Derichebourg,Yes,0.123036,0.0522826,47.185,20.188,657.672,,5.2505,nan,nan,nan,nan,nan,nan,https://www.derichebourg.com
HDB.US,33,126,55,0.0673218,71,0.152502,India,HDFC Bank Limited ADR,No,0.0863141,0.152091,0,13.697,149842,2001-07-20,66.9884,nan,3,1,0,0,0,https://www.hdfcbank.com
GTX.US,34,129,81,0.127494,48,0.1917,Switzerland,Garrett Motion Inc,Yes,0.297481,0.0490944,0.264,74.359,1985,2018-09-17,7.62,15,0,1,0,0,0,https://www.garrettmotion.com
BABA.US,35,131,84,0.136777,47,0.193284,China,Alibaba Group Holding Ltd,Yes,0.0575856,0.0566474,0.007,14.895,217266,2014-09-19,86.9215,139.24,33,8,4,0,0,https://www.alibabagroup.com
MOH.AT,36,134,56,0.0728622,78,0.146798,Greece,Motor Oil (Hellas) Corinth Refineries S.A,Yes,0.324196,0.0592169,46.608,14.892,2543.53,,20.7768,nan,nan,nan,nan,nan,nan,https://www.moh.gr
VET.TO,37,135,99,0.176697,36,0.222003,Canada,Vermilion Energy Inc.,Yes,0.285639,0.0740628,0.146,32.574,2999.56,,23.4192,nan,nan,nan,nan,nan,nan,https://www.vermilionenergy.com
ORV.TO,38,135,36,0.0173123,99,0.132901,Canada,Orvana Minerals Corp.,No,-0.216258,0.122242,51.961,0,20.4935,,0.205,nan,nan,nan,nan,nan,nan,https://www.orvana.com
RDFN.US,39,136,20,0.00120802,116,0.121628,United States,Redfin Corp,No,-0.271689,0.152682,4.62,79.904,795.545,2017-07-28,4.24,8.56,0,0,13,3,1,https://www.redfin.com
EC.US,40,138,6,1.57278e-05,132,0.112529,Colombia,Ecopetrol SA ADR,Yes,0.108979,0.031985,0,1.679,23669.9,2007-08-27,8.506,12.93,1,0,10,0,1,https://www.ecopetrol.com.co
AKBA.US,41,141,140,0.244343,1,2.44777,United States,Akebia Ther,No,-2.13178,0.129488,1.693,28.721,199.613,2014-03-20,0.577,nan,0,2,0,0,0,https://www.akebia.com
ARISE.ST,42,145,110,0.186176,35,0.223121,Sweden,Arise Windpower AB,Yes,0.310901,0.0690324,40.454,30.838,1455.41,,49.296,nan,nan,nan,nan,nan,nan,https://www.arise.se
KOF.US,43,147,39,0.0233644,108,0.128602,Mexico,Coca-Cola Femsa SAB de CV ADR,Yes,0.0752316,0.0457382,4.783,57.651,15861.3,1993-09-13,65.2264,93.59,3,2,6,0,0,https://www.coca-colafemsa.com
ENC.MC,44,150,118,0.197399,32,0.239514,Spain,ENCE Energía y Celulosa S.A,Yes,0.345173,0.0680217,43.73,14.927,679.862,,2.4528,nan,nan,nan,nan,nan,nan,https://ence.es
SSAB-A.ST,45,156,72,0.103711,84,0.143375,Sweden,SSAB AB (publ),No,-0.132956,0.103424,27.56,30.523,71062.7,,50.6311,nan,nan,nan,nan,nan,nan,https://www.ssab.com
MIN.TO,46,156,5,1.07447e-05,151,0.104998,United States,Excelsior Mining Corp,No,-4.2028,0.10949,2.046,43.052,51.2827,,0.16,nan,nan,nan,nan,nan,nan,https://www.excelsiormining.com
CAH.US,47,157,77,0.11818,80,0.146208,United States,Cardinal Health Inc,No,-0.370067,0.066866,0.397,90.643,22154.6,1987-12-31,75.1423,98.23,2,1,13,0,0,https://www.cardinalhealth.com
WCP.TO,48,163,105,0.181294,58,0.167668,Canada,Whitecap Resources Inc.,Yes,0.208709,0.0736991,0.75,24.778,6560.81,,10.1098,nan,nan,nan,nan,nan,nan,https://www.wcap.ca
TEO.US,49,163,48,0.049302,115,0.12215,Argentina,Telecom Argentina SA ADR,No,-0.182881,0.174844,0.019,1.929,3454.29,1994-12-09,5.1861,5.9,0,0,1,2,2,https://institucional.telecom.com.ar
LHA.XETRA,50,164,69,0.0998292,95,0.135773,Germany,Deutsche Lufthansa AG,Yes,0.0530712,0.0524477,15.071,19.442,8419.42,,7.765,nan,nan,nan,nan,nan,nan,https://www.lufthansagroup.com
SWN.US,51,174,91,0.151977,83,0.14385,United States,Southwestern Energy Company,Yes,0.212139,0.0638483,0.602,84.103,7093.4,1987-12-30,5.85,7.79,6,3,11,2,2,https://www.swn.com
SUZ.US,52,176,40,0.0246728,136,0.110794,Brazil,Suzano Papel e Celulose SA ADR,Yes,0.184506,0.0437115,0.001,2.728,13267.4,2007-08-16,9.0264,11.25,1,1,1,0,1,https://www.suzano.com.br
X.US,53,182,95,0.163391,87,0.140808,United States,United States Steel Corporation,Yes,0.178602,0.0660172,1.265,77.029,7373.42,1991-04-12,24.858,23.37,1,0,7,0,1,https://www.ussteel.com
ELK.OL,54,182,63,0.0930984,119,0.120838,Norway,Elkem ASA,Yes,0.273119,0.0648108,55.719,23.298,13912.2,,28.1694,nan,nan,nan,nan,nan,nan,https://www.elkem.com
APLN.JK,55,183,86,0.144431,97,0.134377,Indonesia,Agung Podomoro Land Tbk,Yes,0.116192,0.0541405,87.745,0.048,2.90551e+06,,154,nan,nan,nan,nan,nan,nan,https://www.agungpodomoroland.com
TX.US,56,184,130,0.224844,54,0.17741,Luxembourg,Ternium SA ADR,Yes,0.126242,0.0761112,0,15.002,7188.8,2006-02-01,28.3238,nan,2,5,5,0,0,https://www.ternium.com
SUP.US,57,184,51,0.0557011,133,0.112402,United States,Superior Industries International,No,0.0287595,0.0557582,9.173,46.288,78.6559,1985-07-03,4.22,10.5,0,1,1,0,0,https://www.supind.com
ZEUS.US,58,185,151,0.257237,34,0.225395,United States,Olympic Steel Inc,Yes,0.127526,0.0679826,12.378,85.75,576.107,1994-03-10,33.242,nan,0,0,1,0,0,https://www.olysteel.com
CASH.MC,59,197,181,0.317916,16,0.457809,Spain,Prosegur Cash S.A,Yes,0.0730835,0.0580678,79.538,9.326,780.764,,0.5781,nan,nan,nan,nan,nan,nan,https://www.prosegurcash.com
IPO.TO,60,199,172,0.298478,27,0.275687,Canada,InPlay Oil Corp,Yes,0.268906,0.08061,24.3,2.54,240.428,,2.829,nan,nan,nan,nan,nan,nan,https://www.inplayoil.com
NHC.AU,61,202,174,0.30665,28,0.274481,Australia,New Hope Corporation Ltd,Yes,0.269285,0.0751799,2.032,50.526,4657.8,,6.1634,nan,nan,nan,nan,nan,nan,https://www.newhopegroup.com.au
CRK.US,62,204,106,0.181342,98,0.13337,United States,Comstock Resources Inc,Yes,0.246041,0.0654918,67.547,32.921,2949.11,1990-03-26,13.0855,13.36,2,1,8,1,0,https://www.comstockresources.com
VOC.MC,63,205,205,0.353955,0,4.50492,Spain,Vocento,No,0.0116441,0.0655112,59.581,14.677,75.6351,2006-11-08,0.6005,nan,nan,nan,nan,nan,nan,https://www.vocento.com
ZG.US,64,213,199,0.343674,14,0.489833,United States,Zillow Group Inc,Yes,0.176978,0.103838,3.511,85.718,10662.8,2011-07-20,31.21,56.65,9,3,13,1,0,https://www.zillowgroup.com
TEF.MC,65,218,88,0.145942,130,0.113671,Spain,Telefonica,No,0.0105638,0.0849867,8.697,20.436,21581.5,1987-06-11,3.1789,nan,nan,nan,nan,nan,nan,https://www.telefonica.com
TINS.JK,66,219,150,0.25589,69,0.153828,Indonesia,Timah Persero Tbk,No,0.0630502,0.0753023,69.493,5.928,4.91552e+06,1995-10-19,1118.33,nan,nan,nan,nan,nan,nan,https://www.timah.com
ARCH.US,67,219,193,0.337083,26,0.293463,United States,Arch Resources Inc,Yes,0.590148,0.0829834,2.816,85.393,2810.5,1988-08-11,131.694,167.59,5,1,0,0,0,https://www.archrsc.com
CATG.PA,68,222,145,0.252335,77,0.148891,France,SA Catana Group,Yes,0.179066,0.0728853,0,24.689,185.329,,5.7736,nan,nan,nan,nan,nan,nan,https://www.catanagroup.com
CVI.US,69,223,155,0.266374,68,0.154042,United States,CVR Energy Inc,Yes,0.0776278,0.0661199,0,101.853,3084.29,2007-10-23,27.1717,31.67,0,0,5,2,0,https://www.cvrenergy.com
MVV1.XETRA,70,224,135,0.237405,89,0.140118,Germany,MVV Energie AG,No,-0.021209,0.125985,50.1,45.199,2069.47,,29.3027,nan,nan,nan,nan,nan,nan,https://www.mvv.de
CRESY.US,71,229,12,0.000106904,217,0.0826759,Argentina,Cresud SACIF y A,Yes,0.490398,0.0623598,0,11.381,994.144,1997-03-18,5.981,21.57,1,0,0,0,0,https://www.cresud.com.ar
SM.US,72,232,121,0.205054,111,0.125703,United States,SM Energy Co,Yes,0.23452,0.0715494,1.738,92.71,4492.69,1992-12-16,34.2244,nan,4,3,6,0,0,https://sm-energy.com
EXCL.JK,73,232,107,0.181965,125,0.116147,Indonesia,XL Axiata Tbk PT,No,0.0175956,0.0761239,77.682,7.48,2.67974e+07,2005-09-29,2093.67,nan,nan,nan,nan,nan,nan,https://www.xlaxiata.co.id
TEF.US,74,240,101,0.177144,139,0.110227,Spain,Telefonica SA ADR,No,0.0586343,0.084736,0,1.193,22909.5,1987-06-11,3.3033,4.75,1,1,0,0,0,https://www.telefonica.com
ALECP.PA,75,240,230,0.386898,10,0.539916,France,Europacorp,Yes,0.223427,0.0423714,82.54,0.017,86.8846,,0.51,nan,nan,nan,nan,nan,nan,https://www.europacorp.com
CVGI.US,76,242,122,0.205303,120,0.119204,United States,Commercial Vehicle Group Inc,No,-0.0840066,0.126161,5.768,65.067,256.796,2004-08-05,6.81,12.67,1,1,0,0,0,https://cvgrp.com
LPX.US,77,242,176,0.309433,66,0.158782,United States,Louisiana-Pacific Corporation,Yes,0.569663,0.0818647,1.49,91.274,3749.54,1982-01-04,58.274,nan,3,3,1,2,0,https://www.lpcorp.com
CFP.TO,78,243,115,0.194458,128,0.114274,Canada,Canfor Corporation,Yes,0.194156,0.0791268,53.15,17.824,1904.94,,21.31,nan,nan,nan,nan,nan,nan,https://www.canfor.com
TUB.MC,79,249,188,0.329426,61,0.165278,Spain,Tubacex S.A,No,0.0683485,0.075715,20.293,26.266,340.673,,1.9573,nan,nan,nan,nan,nan,nan,https://www.tubacex.com
SDF.XETRA,80,249,102,0.177279,147,0.106673,Germany,K+S Aktiengesellschaft,Yes,0.278621,0.0812902,3.083,37.693,2975.55,,17.3444,nan,nan,nan,nan,nan,nan,https://www.kpluss.com
LTOUF.US,81,249,26,0.00560681,223,0.0816905,India,Larsen & Toubro Limited,Yes,0.0825014,0.0233328,0,0.263,49483.8,,24.7156,nan,nan,nan,nan,nan,nan,https://www.larsentoubro.com
NUE.US,82,250,191,0.335866,59,0.166704,United States,Nucor Corp,Yes,0.3015,0.0773367,0.625,81.536,39106.6,1983-09-01,130.121,158.36,3,2,8,1,0,https://www.nucor.com
GNC.AU,83,254,133,0.228559,121,0.11806,Australia,Graincorp Ltd,Yes,0.189618,0.0631829,1.947,39.502,1579.33,,7.1785,nan,nan,nan,nan,nan,nan,https://www.graincorp.com.au
AN.US,84,254,94,0.160864,160,0.101078,United States,AutoNation Inc,Yes,0.583471,0.0583622,18.737,95.065,6023.95,1992-03-03,107.3,nan,5,0,4,1,1,https://www.autonation.com
CDA.PA,85,255,59,0.0827284,196,0.0888241,France,Compagnie des Alpes SA,Yes,0.0783099,0.0490617,20.884,50.952,699.567,,13.5189,nan,nan,nan,nan,nan,nan,https://www.compagniedesalpes.com
INLOT.AT,86,255,209,0.361873,46,0.196625,Greece,Intralot S.A. Integrated Lottery Systems and Services,No,0.0578156,0.0858533,65.324,8.374,277.153,,0.57,nan,nan,nan,nan,nan,nan,https://www.intralot.com
EAF.US,87,259,152,0.259398,107,0.128919,United States,GrafTech International Ltd,Yes,0.295854,0.062936,0.16,97.341,919.373,1995-08-09,4.7408,5.61,0,1,4,0,0,https://www.graftech.com
EXPE.US,88,259,207,0.358624,52,0.180623,United States,Expedia Group Inc.,No,0.032383,0.0712366,0.504,97.149,14405.3,1999-11-10,87.6,nan,12,4,15,0,2,https://www.expediagroup.com
M.US,89,262,149,0.255259,113,0.123507,United States,Macy’s Inc,Yes,0.193754,0.0440063,0.594,83.802,3040.07,1992-02-05,19.796,17.83,3,3,8,1,1,https://www.macysinc.com
O2D.XETRA,90,266,89,0.147493,177,0.094293,Germany,Telefónica Deutschland Holding AG,No,-0.0413934,0.062503,69.201,12.976,4997.24,,2.1633,nan,nan,nan,nan,nan,nan,https://www.telefonica.de
MRO.US,91,269,173,0.304854,96,0.134531,United States,Marathon Oil Corporation,Yes,0.200497,0.07323,0.407,79.782,15499.5,1970-01-02,26.6331,32.44,12,6,6,2,0,https://www.marathonoil.com
RROS.ST,92,270,167,0.287794,103,0.13046,Sweden,Rottneros AB,Yes,0.194656,0.0831743,61.185,4.932,1768.76,,11.7707,nan,nan,nan,nan,nan,nan,https://www.rottneros.com
OGS.US,93,277,160,0.275426,117,0.121519,United States,One Gas Inc,No,0.0177823,0.0652774,1.859,94.997,3737.36,2014-01-16,73.0457,79,0,0,6,0,0,https://www.onegas.com
PSX.US,94,279,100,0.176811,179,0.0927403,United States,Phillips 66,Yes,0.209011,0.0717685,0.503,72.903,48621,2012-05-01,100.052,125.5,5,7,7,0,0,https://www.phillips66.com
DUFN.SW,95,282,180,0.316121,102,0.131314,Switzerland,Dufry AG,No,0.0452903,0.0875227,15.219,48.879,4930.57,,38.51,nan,nan,nan,nan,nan,nan,https://www.dufry.com
C1V.XETRA,96,284,266,0.448078,18,0.440722,Germany,mVISE AG,No,-0.223135,0.120949,11.5,9.048,7.6766,,0.852,nan,nan,nan,nan,nan,nan,https://www.mvise.de
OUT1V.HE,97,284,162,0.28018,122,0.117998,Finland,Outokumpu Oyj,Yes,0.239982,0.074761,19.388,38.257,1644.23,,4.5093,nan,nan,nan,nan,nan,nan,https://www.outokumpu.com
PRIC-B.ST,98,287,124,0.206605,163,0.100417,Sweden,Pricer AB (publ),No,-0.0917834,0.0905984,19.238,19.96,1164.82,,16.36,nan,nan,nan,nan,nan,nan,https://www.pricer.com
BMW.XETRA,99,291,41,0.0249517,250,0.0747577,Germany,Bayerische Motoren Werke Aktiengesellschaft,Yes,0.146048,0.0521226,48.561,22.986,62085.6,,76.8419,nan,nan,nan,nan,nan,nan,https://www.bmwgroup.com
FCC.MC,100,292,111,0.187445,181,0.0920367,Spain,Fomento de Construcciones y Contratas SA,Yes,0.0660985,0.0569844,84.484,8.806,5480,,8.5178,nan,nan,nan,nan,nan,nan,https://www.fcc.es/es/
SMRA.JK,101,293,201,0.346639,92,0.138251,Indonesia,Summarecon Agung Tbk,No,0.0421814,0.0730857,37.416,11.207,9.49245e+06,1990-05-07,598.679,nan,nan,nan,nan,nan,nan,https://www.summarecon.com
WAF.XETRA,102,305,92,0.155366,213,0.083571,Germany,Siltronic AG,Yes,0.135655,0.0703472,44.501,31.397,2556,,64.9728,nan,nan,nan,nan,nan,nan,https://www.siltronic.com
KCO.XETRA,103,305,134,0.230698,171,0.0954571,Germany,Klöckner & Co SE,Yes,0.0715247,0.0618457,34.48,21.277,563.587,,8.8532,nan,nan,nan,nan,nan,nan,https://www.kloeckner.com
SIMP.JK,104,305,96,0.164467,209,0.0847849,Indonesia,Salim Ivomas Pratama Tbk,No,0.0495173,0.0679137,78.552,0.536,5.9835e+06,,399.144,nan,nan,nan,nan,nan,nan,https://www.simp.co.id
SIG.US,105,307,250,0.425358,57,0.172113,Bermuda,Signet Jewelers Ltd,Yes,0.307338,0.0568158,4.206,104.774,3261.88,1994-10-31,67.1898,82.5,2,0,4,0,0,https://www.signetjewelers.com
NHH.MC,106,307,197,0.341766,110,0.126016,Spain,NH Hoteles,Yes,0.11278,0.0627375,95.949,0.964,1672.93,,2.97,nan,nan,nan,nan,nan,nan,https://www.nh-hotels.com
RNG.US,107,310,83,0.13314,227,0.0809359,United States,Ringcentral Inc,No,-0.760772,0.115767,1.491,103.519,2843.38,2013-09-27,35.4,44.58,13,4,11,0,0,https://www.ringcentral.com
BTU.US,108,310,245,0.413566,65,0.161276,United States,Peabody Energy Corp,Yes,0.3709,0.0820053,0.323,79.619,3367.81,2001-05-22,26.1594,29.2,3,0,2,0,0,https://www.peabodyenergy.com
LOG.MC,109,311,278,0.462135,33,0.23793,Spain,Cia de Distribucion Integral,Yes,0.189085,0.0822647,55.29,22.734,3060.87,,22.5058,nan,nan,nan,nan,nan,nan,https://www.grupologista.com
TMHC.US,110,313,182,0.318052,131,0.112986,United States,Taylor Morn Home,Yes,0.148126,0.063273,4.56,100.939,4539.9,2013-04-10,30.35,53.75,1,1,6,0,0,https://www.taylormorrison.com
MTDR.US,111,313,168,0.288134,145,0.107841,United States,Matador Resources Company,Yes,0.292919,0.0782887,7.729,89.033,6605.56,2012-02-02,56.5379,68.75,5,5,3,0,0,https://www.matadorresources.com
PLS.AU,112,318,192,0.336026,126,0.115771,,Pilbara Minerals Ltd,Yes,0.375488,0.0790535,13.052,33.679,12690.8,2007-09-19,3.5448,nan,nan,nan,nan,nan,nan,https://www.pilbaraminerals.com.au
A4Y.XETRA,113,324,58,0.0770742,266,0.0715058,Germany,Accentro Real Estate AG,No,-0.0357067,0.130501,87.88,0.264,47.6837,2007-04-02,2.22,nan,nan,nan,nan,nan,nan,https://www.accentro.ag
CON.XETRA,114,324,269,0.456953,55,0.177127,Germany,Continental Aktiengesellschaft,No,0.0338673,0.0646831,46,29.233,12552.4,,54.6585,nan,nan,nan,nan,nan,nan,https://www.continental.com
LXU.US,115,327,248,0.418264,79,0.146576,United States,Lsb Industries Inc,Yes,0.189025,0.0653138,33.173,56.198,721.883,1969-01-02,13.3,12.79,4,1,3,0,0,https://www.lsbindustries.com
CNX.US,116,328,129,0.223451,199,0.0880127,United States,CNX Resources Corp,No,-0.0275546,0.0629912,3.358,97.071,3581.29,1999-04-30,16.84,20.2,1,0,8,2,1,https://www.cnx.com
